t_s	opening_displacement_mm
0.0002228697	0.6016315208
0.0002230925	0.6028204292
0.0002233152	0.6040116332
0.0002235380	0.6052050883
0.0002237608	0.6064007499
0.0002239836	0.6075985735
0.0002242064	0.6087985143
0.0002244292	0.6100005278
0.0002246520	0.6112045695
0.0002248748	0.6124105947
0.0002250975	0.6136185588
0.0002253203	0.6148284173
0.0002255431	0.6160401256
0.0002257659	0.6172536391
0.0002259887	0.6184689131
0.0002262115	0.6196859032
0.0002264343	0.6209045646
0.0002266570	0.6221248529
0.0002268798	0.6233467234
0.0002271026	0.6245701316
0.0002273254	0.6257950328
0.0002275482	0.6270213824
0.0002277710	0.6282491360
0.0002279938	0.6294782488
0.0002282165	0.6307086763
0.0002284393	0.6319403739
0.0002286621	0.6331732970
0.0002288849	0.6344074010
0.0002291077	0.6356426414
0.0002293305	0.6368789735
0.0002295533	0.6381163527
0.0002297761	0.6393547346
0.0002299988	0.6405940744
0.0002302216	0.6418343275
0.0002304444	0.6430754495
0.0002306672	0.6443173957
0.0002308900	0.6455601215
0.0002311128	0.6468035823
0.0002313356	0.6480477335
0.0002315583	0.6492925306
0.0002317811	0.6505379290
0.0002320039	0.6517838840
0.0002322267	0.6530303510
0.0002324495	0.6542772856
0.0002326723	0.6555246431
0.0002328951	0.6567723788
0.0002331178	0.6580204483
0.0002333406	0.6592688069
0.0002335634	0.6605174100
0.0002337862	0.6617662131
0.0002340090	0.6630151716
0.0002342318	0.6642642408
0.0002344546	0.6655133762
0.0002346774	0.6667625331
0.0002349001	0.6680116671
0.0002351229	0.6692607335
0.0002353457	0.6705096876
0.0002355685	0.6717584851
0.0002357913	0.6730070811
0.0002360141	0.6742554312
0.0002362369	0.6755034908
0.0002364596	0.6767512152
0.0002366824	0.6779985599
0.0002369052	0.6792454803
0.0002371280	0.6804919318
0.0002373508	0.6817378698
0.0002375736	0.6829832497
0.0002377964	0.6842280269
0.0002380191	0.6854721569
0.0002382419	0.6867155950
0.0002384647	0.6879582967
0.0002386875	0.6892002174
0.0002389103	0.6904413124
0.0002391331	0.6916815373
0.0002393559	0.6929208473
0.0002395787	0.6941591979
0.0002398014	0.6953965446
0.0002400242	0.6966328427
0.0002402470	0.6978680476
0.0002404698	0.6991021148
0.0002406926	0.7003349996
0.0002409154	0.7015666575
0.0002411382	0.7027970439
0.0002413609	0.7040261142
0.0002415837	0.7052538238
0.0002418065	0.7064801281
0.0002420293	0.7077049825
0.0002422521	0.7089283425
0.0002424749	0.7101501634
0.0002426977	0.7113704006
0.0002429205	0.7125890130
0.0002431432	0.7138059965
0.0002433660	0.7150213709
0.0002435888	0.7162351562
0.0002438116	0.7174473726
0.0002440344	0.7186580400
0.0002442572	0.7198671784
0.0002444800	0.7210748080
0.0002447027	0.7222809489
0.0002449255	0.7234856210
0.0002451483	0.7246888444
0.0002453711	0.7258906391
0.0002455939	0.7270910253
0.0002458167	0.7282900229
0.0002460395	0.7294876521
0.0002462622	0.7306839329
0.0002464850	0.7318788853
0.0002467078	0.7330725294
0.0002469306	0.7342648852
0.0002471534	0.7354559728
0.0002473762	0.7366458123
0.0002475990	0.7378344236
0.0002478218	0.7390218270
0.0002480445	0.7402080423
0.0002482673	0.7413930897
0.0002484901	0.7425769892
0.0002487129	0.7437597609
0.0002489357	0.7449414249
0.0002491585	0.7461220011
0.0002493813	0.7473015096
0.0002496040	0.7484799705
0.0002498268	0.7496574039
0.0002500496	0.7508338297
0.0002502724	0.7520092681
0.0002504952	0.7531837391
0.0002507180	0.7543572628
0.0002509408	0.7555298592
0.0002511635	0.7567015483
0.0002513863	0.7578723503
0.0002516091	0.7590422851
0.0002518319	0.7602113728
0.0002520547	0.7613796336
0.0002522775	0.7625470873
0.0002525003	0.7637137542
0.0002527231	0.7648796542
0.0002529458	0.7660448073
0.0002531686	0.7672092338
0.0002533914	0.7683729535
0.0002536142	0.7695359866
0.0002538370	0.7706983531
0.0002540598	0.7718600730
0.0002542826	0.7730211665
0.0002545053	0.7741816536
0.0002547281	0.7753415542
0.0002549509	0.7765008886
0.0002551737	0.7776596766
0.0002553965	0.7788179385
0.0002556193	0.7799756942
0.0002558421	0.7811329638
0.0002560648	0.7822897673
0.0002562876	0.7834461249
0.0002565104	0.7846020565
0.0002567332	0.7857575822
0.0002569560	0.7869127221
0.0002571788	0.7880674961
0.0002574016	0.7892219245
0.0002576244	0.7903760272
0.0002578471	0.7915298242
0.0002580699	0.7926833357
0.0002582927	0.7938365817
0.0002585155	0.7949895822
0.0002587383	0.7961423573
0.0002589611	0.7972949270
0.0002591839	0.7984473115
0.0002594066	0.7995995306
0.0002596294	0.8007516046
0.0002598522	0.8019035535
0.0002600750	0.8030553973
0.0002602978	0.8042071560
0.0002605206	0.8053588498
0.0002607434	0.8065104987
0.0002609661	0.8076621226
0.0002611889	0.8088137418
0.0002614117	0.8099653762
0.0002616345	0.8111170459
0.0002618573	0.8122687709
0.0002620801	0.8134205713
0.0002623029	0.8145724672
0.0002625257	0.8157244786
0.0002627484	0.8168766256
0.0002629712	0.8180289281
0.0002631940	0.8191814064
0.0002634168	0.8203340803
0.0002636396	0.8214869700
0.0002638624	0.8226400956
0.0002640852	0.8237934770
0.0002643079	0.8249471344
0.0002645307	0.8261010878
0.0002647535	0.8272553572
0.0002649763	0.8284099627
0.0002651991	0.8295649244
0.0002654219	0.8307202622
0.0002656447	0.8318759964
0.0002658674	0.8330321468
0.0002660902	0.8341887336
0.0002663130	0.8353457768
0.0002665358	0.8365032965
0.0002667586	0.8376613128
0.0002669814	0.8388198438
0.0002672042	0.8399788954
0.0002674270	0.8411384679
0.0002676497	0.8422985617
0.0002678725	0.8434591770
0.0002680953	0.8446203143
0.0002683181	0.8457819738
0.0002685409	0.8469441560
0.0002687637	0.8481068610
0.0002689865	0.8492700893
0.0002692092	0.8504338413
0.0002694320	0.8515981171
0.0002696548	0.8527629173
0.0002698776	0.8539282420
0.0002701004	0.8550940917
0.0002703232	0.8562604666
0.0002705460	0.8574273672
0.0002707687	0.8585947937
0.0002709915	0.8597627465
0.0002712143	0.8609312259
0.0002714371	0.8621002322
0.0002716599	0.8632697659
0.0002718827	0.8644398271
0.0002721055	0.8656104163
0.0002723283	0.8667815339
0.0002725510	0.8679531800
0.0002727738	0.8691253551
0.0002729966	0.8702980595
0.0002732194	0.8714712936
0.0002734422	0.8726450576
0.0002736650	0.8738193519
0.0002738878	0.8749941769
0.0002741105	0.8761695328
0.0002743333	0.8773454200
0.0002745561	0.8785218389
0.0002747789	0.8796987898
0.0002750017	0.8808762730
0.0002752245	0.8820542888
0.0002754473	0.8832328376
0.0002756701	0.8844119198
0.0002758928	0.8855915356
0.0002761156	0.8867716854
0.0002763384	0.8879523695
0.0002765612	0.8891335883
0.0002767840	0.8903153421
0.0002770068	0.8914976312
0.0002772296	0.8926804560
0.0002774523	0.8938638168
0.0002776751	0.8950477139
0.0002778979	0.8962321478
0.0002781207	0.8974171186
0.0002783435	0.8986026267
0.0002785663	0.8997886726
0.0002787891	0.9009752565
0.0002790118	0.9021623787
0.0002792346	0.9033500396
0.0002794574	0.9045382395
0.0002796802	0.9057269788
0.0002799030	0.9069162578
0.0002801258	0.9081060768
0.0002803486	0.9092964361
0.0002805714	0.9104873362
0.0002807941	0.9116787773
0.0002810169	0.9128707597
0.0002812397	0.9140632839
0.0002814625	0.9152563501
0.0002816853	0.9164499587
0.0002819081	0.9176441100
0.0002821309	0.9188388043
0.0002823536	0.9200340421
0.0002825764	0.9212298235
0.0002827992	0.9224261490
0.0002830220	0.9236230189
0.0002832448	0.9248204335
0.0002834676	0.9260183931
0.0002836904	0.9272168981
0.0002839131	0.9284159489
0.0002841359	0.9296155458
0.0002843587	0.9308156890
0.0002845815	0.9320163789
0.0002848043	0.9332176160
0.0002850271	0.9344194004
0.0002852499	0.9356217326
0.0002854727	0.9368246128
0.0002856954	0.9380280415
0.0002859182	0.9392320189
0.0002861410	0.9404365454
0.0002863638	0.9416416213
0.0002865866	0.9428472469
0.0002868094	0.9440534227
0.0002870322	0.9452601488
0.0002872549	0.9464674258
0.0002874777	0.9476752538
0.0002877005	0.9488836332
0.0002879233	0.9500925644
0.0002881461	0.9513020477
0.0002883689	0.9525120834
0.0002885917	0.9537226719
0.0002888144	0.9549338135
0.0002890372	0.9561455086
0.0002892600	0.9573577574
0.0002894828	0.9585705603
0.0002897056	0.9597839177
0.0002899284	0.9609978298
0.0002901512	0.9622122971
0.0002903740	0.9634273198
0.0002905967	0.9646428983
0.0002908195	0.9658590329
0.0002910423	0.9670757240
0.0002912651	0.9682929718
0.0002914879	0.9695107768
0.0002917107	0.9707291393
0.0002919335	0.9719480595
0.0002921562	0.9731675379
0.0002923790	0.9743875752
0.0002926018	0.9756081774
0.0002928246	0.9768293537
0.0002930474	0.9780511136
0.0002932702	0.9792734663
0.0002934930	0.9804964212
0.0002937157	0.9817199876
0.0002939385	0.9829441749
0.0002941613	0.9841689924
0.0002943841	0.9853944494
0.0002946069	0.9866205553
0.0002948297	0.9878473195
0.0002950525	0.9890747512
0.0002952753	0.9903028598
0.0002954980	0.9915316547
0.0002957208	0.9927611452
0.0002959436	0.9939913406
0.0002961664	0.9952222502
0.0002963892	0.9964538835
0.0002966120	0.9976862497
0.0002968348	0.9989193582
0.0002970575	1.0001532183
0.0002972803	1.0013878394
0.0002975031	1.0026232308
0.0002977259	1.0038594019
0.0002979487	1.0050963619
0.0002981715	1.0063341203
0.0002983943	1.0075726863
0.0002986170	1.0088120693
0.0002988398	1.0100522787
0.0002990626	1.0112933238
0.0002992854	1.0125352139
0.0002995082	1.0137779584
0.0002997310	1.0150215666
0.0002999538	1.0162660478
0.0003001766	1.0175114114
0.0003003993	1.0187576668
0.0003006221	1.0200048232
0.0003008449	1.0212528900
0.0003010677	1.0225018766
0.0003012905	1.0237517922
0.0003015133	1.0250026463
0.0003017361	1.0262544482
0.0003019588	1.0275072071
0.0003021816	1.0287609326
0.0003024044	1.0300156338
0.0003026272	1.0312713201
0.0003028500	1.0325280009
0.0003030728	1.0337856855
0.0003032956	1.0350443833
0.0003035183	1.0363041035
0.0003037411	1.0375648556
0.0003039639	1.0388266489
0.0003041867	1.0400894926
0.0003044095	1.0413533962
0.0003046323	1.0426183690
0.0003048551	1.0438844203
0.0003050779	1.0451515595
0.0003053006	1.0464197959
0.0003055234	1.0476891389
0.0003057462	1.0489595977
0.0003059690	1.0502311818
0.0003061918	1.0515039005
0.0003064146	1.0527777630
0.0003066374	1.0540527788
0.0003068601	1.0553289572
0.0003070829	1.0566063075
0.0003073057	1.0578848391
0.0003075285	1.0591645613
0.0003077513	1.0604454835
0.0003079741	1.0617276149
0.0003081969	1.0630109650
0.0003084196	1.0642955430
0.0003086424	1.0655813584
0.0003088652	1.0668684204
0.0003090880	1.0681567384
0.0003093108	1.0694463217
0.0003095336	1.0707371797
0.0003097564	1.0720293217
0.0003099792	1.0733227571
0.0003102019	1.0746174951
0.0003104247	1.0759135452
0.0003106475	1.0772109166
0.0003108703	1.0785096188
0.0003110931	1.0798096610
0.0003113159	1.0811110526
0.0003115387	1.0824138029
0.0003117614	1.0837179213
0.0003119842	1.0850234171
0.0003122070	1.0863302997
0.0003124298	1.0876385784
0.0003126526	1.0889482624
0.0003128754	1.0902593613
0.0003130982	1.0915718843
0.0003133210	1.0928858407
0.0003135437	1.0942012399
0.0003137665	1.0955180912
0.0003139893	1.0968364040
0.0003142121	1.0981561877
0.0003144349	1.0994774514
0.0003146577	1.1008002047
0.0003148805	1.1021244568
0.0003151032	1.1034502171
0.0003153260	1.1047774949
0.0003155488	1.1061062995
0.0003157716	1.1074366403
0.0003159944	1.1087685267
0.0003162172	1.1101019679
0.0003164400	1.1114369733
0.0003166627	1.1127735523
0.0003168855	1.1141117142
0.0003171083	1.1154514683
0.0003173311	1.1167928240
0.0003175539	1.1181357906
0.0003177767	1.1194803770
0.0003179995	1.1208265849
0.0003182223	1.1221744095
0.0003184450	1.1235238463
0.0003186678	1.1248748905
0.0003188906	1.1262275373
0.0003191134	1.1275817820
0.0003193362	1.1289376199
0.0003195590	1.1302950462
0.0003197818	1.1316540563
0.0003200045	1.1330146452
0.0003202273	1.1343768084
0.0003204501	1.1357405411
0.0003206729	1.1371058386
0.0003208957	1.1384726961
0.0003211185	1.1398411088
0.0003213413	1.1412110721
0.0003215640	1.1425825812
0.0003217868	1.1439556314
0.0003220096	1.1453302179
0.0003222324	1.1467063360
0.0003224552	1.1480839809
0.0003226780	1.1494631480
0.0003229008	1.1508438325
0.0003231236	1.1522260296
0.0003233463	1.1536097347
0.0003235691	1.1549949429
0.0003237919	1.1563816496
0.0003240147	1.1577698500
0.0003242375	1.1591595393
0.0003244603	1.1605507129
0.0003246831	1.1619433660
0.0003249058	1.1633374938
0.0003251286	1.1647330917
0.0003253514	1.1661301549
0.0003255742	1.1675286786
0.0003257970	1.1689286581
0.0003260198	1.1703300888
0.0003262426	1.1717329657
0.0003264653	1.1731372843
0.0003266881	1.1745430398
0.0003269109	1.1759502273
0.0003271337	1.1773588423
0.0003273565	1.1787688800
0.0003275793	1.1801803355
0.0003278021	1.1815932043
0.0003280249	1.1830074815
0.0003282476	1.1844231625
0.0003284704	1.1858402424
0.0003286932	1.1872587166
0.0003289160	1.1886785802
0.0003291388	1.1900998287
0.0003293616	1.1915224572
0.0003295844	1.1929464610
0.0003298071	1.1943718353
0.0003300299	1.1957985755
0.0003302527	1.1972266768
0.0003304755	1.1986561344
0.0003306983	1.2000869436
0.0003309211	1.2015190997
0.0003311439	1.2029525980
0.0003313666	1.2043874337
0.0003315894	1.2058236021
0.0003318122	1.2072610984
0.0003320350	1.2086999178
0.0003322578	1.2101400558
0.0003324806	1.2115815075
0.0003327034	1.2130242682
0.0003329262	1.2144683331
0.0003331489	1.2159136976
0.0003333717	1.2173603568
0.0003335945	1.2188083061
0.0003338173	1.2202575407
0.0003340401	1.2217080559
0.0003342629	1.2231598469
0.0003344857	1.2246129090
0.0003347084	1.2260672375
0.0003349312	1.2275228276
0.0003351540	1.2289796746
0.0003353768	1.2304377737
0.0003355996	1.2318971203
0.0003358224	1.2333577096
0.0003360452	1.2348195368
0.0003362679	1.2362825972
0.0003364907	1.2377468861
0.0003367135	1.2392123987
0.0003369363	1.2406791304
0.0003371591	1.2421470763
0.0003373819	1.2436162317
0.0003376047	1.2450865919
0.0003378275	1.2465581522
0.0003380502	1.2480309078
0.0003382730	1.2495048540
0.0003384958	1.2509799860
0.0003387186	1.2524562992
0.0003389414	1.2539337887
0.0003391642	1.2554124499
0.0003393870	1.2568922779
0.0003396097	1.2583732682
0.0003398325	1.2598554158
0.0003400553	1.2613387162
0.0003402781	1.2628231645
0.0003405009	1.2643087560
0.0003407237	1.2657954861
0.0003409465	1.2672833498
0.0003411692	1.2687723426
0.0003413920	1.2702624597
0.0003416148	1.2717536963
0.0003418376	1.2732460466
0.0003420604	1.2747394967
0.0003422832	1.2762340291
0.0003425060	1.2777296260
0.0003427288	1.2792262700
0.0003429515	1.2807239435
0.0003431743	1.2822226288
0.0003433971	1.2837223083
0.0003436199	1.2852229645
0.0003438427	1.2867245798
0.0003440655	1.2882271365
0.0003442883	1.2897306171
0.0003445110	1.2912350040
0.0003447338	1.2927402795
0.0003449566	1.2942464262
0.0003451794	1.2957534263
0.0003454022	1.2972612623
0.0003456250	1.2987699167
0.0003458478	1.3002793718
0.0003460706	1.3017896100
0.0003462933	1.3033006137
0.0003465161	1.3048123653
0.0003467389	1.3063248473
0.0003469617	1.3078380420
0.0003471845	1.3093519318
0.0003474073	1.3108664992
0.0003476301	1.3123817266
0.0003478528	1.3138975963
0.0003480756	1.3154140908
0.0003482984	1.3169311925
0.0003485212	1.3184488838
0.0003487440	1.3199671470
0.0003489668	1.3214859646
0.0003491896	1.3230053191
0.0003494123	1.3245251927
0.0003496351	1.3260455679
0.0003498579	1.3275664272
0.0003500807	1.3290877529
0.0003503035	1.3306095274
0.0003505263	1.3321317331
0.0003507491	1.3336543525
0.0003509719	1.3351773679
0.0003511946	1.3367007617
0.0003514174	1.3382245164
0.0003516402	1.3397486144
0.0003518630	1.3412730380
0.0003520858	1.3427977697
0.0003523086	1.3443227919
0.0003525314	1.3458480869
0.0003527541	1.3473736373
0.0003529769	1.3488994253
0.0003531997	1.3504254335
0.0003534225	1.3519516441
0.0003536453	1.3534780396
0.0003538681	1.3550046025
0.0003540909	1.3565313151
0.0003543136	1.3580581598
0.0003545364	1.3595851190
0.0003547592	1.3611121752
0.0003549820	1.3626393107
0.0003552048	1.3641665080
0.0003554276	1.3656937494
0.0003556504	1.3672210174
0.0003558732	1.3687482944
0.0003560959	1.3702755627
0.0003563187	1.3718028048
0.0003565415	1.3733300031
0.0003567643	1.3748571399
0.0003569871	1.3763841978
0.0003572099	1.3779111591
0.0003574327	1.3794380061
0.0003576554	1.3809647214
0.0003578782	1.3824912873
0.0003581010	1.3840176862
0.0003583238	1.3855439006
0.0003585466	1.3870699127
0.0003587694	1.3885957051
0.0003589922	1.3901212602
0.0003592149	1.3916465603
0.0003594377	1.3931715879
0.0003596605	1.3946963253
0.0003598833	1.3962207550
0.0003601061	1.3977448594
0.0003603289	1.3992686208
0.0003605517	1.4007920217
0.0003607745	1.4023150446
0.0003609972	1.4038376717
0.0003612200	1.4053598855
0.0003614428	1.4068816684
0.0003616656	1.4084030028
0.0003618884	1.4099238712
0.0003621112	1.4114442559
0.0003623340	1.4129641393
0.0003625567	1.4144835038
0.0003627795	1.4160023319
0.0003630023	1.4175206059
0.0003632251	1.4190383083
0.0003634479	1.4205554214
0.0003636707	1.4220719277
0.0003638935	1.4235878096
0.0003641162	1.4251030494
0.0003643390	1.4266176296
0.0003645618	1.4281315326
0.0003647846	1.4296447408
0.0003650074	1.4311572366
0.0003652302	1.4326689978
0.0003654530	1.4341799928
0.0003656758	1.4356901887
0.0003658985	1.4371995524
0.0003661213	1.4387080510
0.0003663441	1.4402156516
0.0003665669	1.4417223212
0.0003667897	1.4432280268
0.0003670125	1.4447327355
0.0003672353	1.4462364143
0.0003674580	1.4477390303
0.0003676808	1.4492405505
0.0003679036	1.4507409420
0.0003681264	1.4522401718
0.0003683492	1.4537382069
0.0003685720	1.4552350144
0.0003687948	1.4567305614
0.0003690175	1.4582248148
0.0003692403	1.4597177418
0.0003694631	1.4612093093
0.0003696859	1.4626994845
0.0003699087	1.4641882343
0.0003701315	1.4656755258
0.0003703543	1.4671613260
0.0003705771	1.4686456020
0.0003707998	1.4701283209
0.0003710226	1.4716094496
0.0003712454	1.4730889553
0.0003714682	1.4745668049
0.0003716910	1.4760429656
0.0003719138	1.4775174042
0.0003721366	1.4789900880
0.0003723593	1.4804609839
0.0003725821	1.4819300590
0.0003728049	1.4833972803
0.0003730277	1.4848626149
0.0003732505	1.4863260298
0.0003734733	1.4877874921
0.0003736961	1.4892469687
0.0003739188	1.4907044269
0.0003741416	1.4921598335
0.0003743644	1.4936131556
0.0003745872	1.4950643603
0.0003748100	1.4965134146
0.0003750328	1.4979602856
0.0003752556	1.4994049403
0.0003754784	1.5008473458
0.0003757011	1.5022874691
0.0003759239	1.5037252772
0.0003761467	1.5051607371
0.0003763695	1.5065938160
0.0003765923	1.5080244809
0.0003768151	1.5094526988
0.0003770379	1.5108784368
0.0003772606	1.5123016619
0.0003774834	1.5137223411
0.0003777062	1.5151404415
0.0003779290	1.5165559301
0.0003781518	1.5179687740
0.0003783746	1.5193789403
0.0003785974	1.5207863959
0.0003788202	1.5221911079
0.0003790429	1.5235930434
0.0003792657	1.5249921694
0.0003794885	1.5263884529
0.0003797113	1.5277818610
0.0003799341	1.5291723607
0.0003801569	1.5305599192
0.0003803797	1.5319445033
0.0003806024	1.5333260802
0.0003808252	1.5347046169
0.0003810480	1.5360800804
0.0003812708	1.5374524379
0.0003814936	1.5388216563
0.0003817164	1.5401877026
0.0003819392	1.5415505440
0.0003821619	1.5429101475
0.0003823847	1.5442664801
0.0003826075	1.5456195088
0.0003828303	1.5469692007
0.0003830531	1.5483155229
0.0003832759	1.5496584424
0.0003834987	1.5509979262
0.0003837215	1.5523339414
0.0003839442	1.5536664550
0.0003841670	1.5549954340
0.0003843898	1.5563208456
0.0003846126	1.5576426567
0.0003848354	1.5589608345
0.0003850582	1.5602753458
0.0003852810	1.5615861579
0.0003855037	1.5628932377
0.0003857265	1.5641965522
0.0003859493	1.5654960686
0.0003861721	1.5667917538
0.0003863949	1.5680835749
0.0003866177	1.5693714990
0.0003868405	1.5706554931
0.0003870632	1.5719355242
0.0003872860	1.5732115594
0.0003875088	1.5744835657
0.0003877316	1.5757515101
0.0003879544	1.5770153598
0.0003881772	1.5782750818
0.0003884000	1.5795306430
0.0003886228	1.5807820106
0.0003888455	1.5820291516
0.0003890683	1.5832720330
0.0003892911	1.5845106218
0.0003895139	1.5857448852
0.0003897367	1.5869747902
0.0003899595	1.5882003037
0.0003901823	1.5894213929
0.0003904050	1.5906380249
0.0003906278	1.5918502000
0.0003908506	1.5930580017
0.0003910734	1.5942615267
0.0003912962	1.5954608717
0.0003915190	1.5966561332
0.0003917418	1.5978474077
0.0003919645	1.5990347920
0.0003921873	1.6002183825
0.0003924101	1.6013982760
0.0003926329	1.6025745689
0.0003928557	1.6037473579
0.0003930785	1.6049167396
0.0003933013	1.6060828106
0.0003935241	1.6072456675
0.0003937468	1.6084054068
0.0003939696	1.6095621252
0.0003941924	1.6107159193
0.0003944152	1.6118668856
0.0003946380	1.6130151208
0.0003948608	1.6141607215
0.0003950836	1.6153037842
0.0003953063	1.6164444056
0.0003955291	1.6175826822
0.0003957519	1.6187187107
0.0003959747	1.6198525876
0.0003961975	1.6209844096
0.0003964203	1.6221142732
0.0003966431	1.6232422751
0.0003968658	1.6243685117
0.0003970886	1.6254930798
0.0003973114	1.6266160760
0.0003975342	1.6277375967
0.0003977570	1.6288577387
0.0003979798	1.6299765985
0.0003982026	1.6310942728
0.0003984254	1.6322108580
0.0003986481	1.6333264508
0.0003988709	1.6344411479
0.0003990937	1.6355550458
0.0003993165	1.6366682410
0.0003995393	1.6377808303
0.0003997621	1.6388929101
0.0003999849	1.6400045772
0.0004002076	1.6411159280
0.0004004304	1.6422270593
0.0004006532	1.6433380675
0.0004008760	1.6444490493
0.0004010988	1.6455601012
0.0004013216	1.6466713200
0.0004015444	1.6477828021
0.0004017671	1.6488946442
0.0004019899	1.6500069429
0.0004022127	1.6511197947
0.0004024355	1.6522332963
0.0004026583	1.6533475442
0.0004028811	1.6544626351
0.0004031039	1.6555786656
0.0004033267	1.6566957322
0.0004035494	1.6578139315
0.0004037722	1.6589333602
0.0004039950	1.6600541149
0.0004042178	1.6611762920
0.0004044406	1.6622999883
0.0004046634	1.6634253004
0.0004048862	1.6645523247
0.0004051089	1.6656811580
0.0004053317	1.6668118969
0.0004055545	1.6679446378
0.0004057773	1.6690794775
0.0004060001	1.6702165124
0.0004062229	1.6713558393
0.0004064457	1.6724975547
0.0004066684	1.6736417552
0.0004068912	1.6747885374
0.0004071140	1.6759379979
0.0004073368	1.6770902333
0.0004075596	1.6782453402
0.0004077824	1.6794034152
0.0004080052	1.6805645549
0.0004082280	1.6817288559
0.0004084507	1.6828964147
0.0004086735	1.6840673280
0.0004088963	1.6852416924
0.0004091191	1.6864196045
0.0004093419	1.6876011609
0.0004095647	1.6887864581
0.0004097875	1.6899755928
0.0004100102	1.6911686615
0.0004102330	1.6923657609
0.0004104558	1.6935669876
0.0004106786	1.6947724381
0.0004109014	1.6959822091
0.0004111242	1.6971963971
0.0004113470	1.6984150988
0.0004115697	1.6996384107
0.0004117925	1.7008664294
0.0004120153	1.7020992516
0.0004122381	1.7033369738
0.0004124609	1.7045796926
0.0004126837	1.7058275047
0.0004129065	1.7070805066
0.0004131293	1.7083387949
0.0004133520	1.7096024663
0.0004135748	1.7108716172
0.0004137976	1.7121463444
0.0004140204	1.7134267444
0.0004142432	1.7147129137
0.0004144660	1.7160049491
0.0004146888	1.7173029471
0.0004149115	1.7186070043
0.0004151343	1.7199172173
0.0004153571	1.7212336827
0.0004155799	1.7225564970
0.0004158027	1.7238857570
0.0004160255	1.7252215591
0.0004162483	1.7265640001
0.0004164711	1.7279131764
0.0004166938	1.7292691846
0.0004169166	1.7306321215
0.0004171394	1.7320020835
0.0004173622	1.7333791673
0.0004175850	1.7347634694
0.0004178078	1.7361550865
0.0004180306	1.7375541152
0.0004182533	1.7389606520
0.0004184761	1.7403747936
0.0004186989	1.7417966365
0.0004189217	1.7432262774
0.0004191445	1.7446638128
0.0004193673	1.7461093401
0.0004195901	1.7475629944
0.0004198128	1.7490249677
0.0004200356	1.7504954567
0.0004202584	1.7519746580
0.0004204812	1.7534627681
0.0004207040	1.7549599837
0.0004209268	1.7564665014
0.0004211496	1.7579825177
0.0004213724	1.7595082294
0.0004215951	1.7610438330
0.0004218179	1.7625895250
0.0004220407	1.7641455022
0.0004222635	1.7657119612
0.0004224863	1.7672890984
0.0004227091	1.7688771107
0.0004229319	1.7704761945
0.0004231546	1.7720865464
0.0004233774	1.7737083632
0.0004236002	1.7753418413
0.0004238230	1.7769871774
0.0004240458	1.7786445681
0.0004242686	1.7803142101
0.0004244914	1.7819962998
0.0004247141	1.7836910340
0.0004249369	1.7853986092
0.0004251597	1.7871192221
0.0004253825	1.7888530692
0.0004256053	1.7906003472
0.0004258281	1.7923612527
0.0004260509	1.7941359823
0.0004262737	1.7959247325
0.0004264964	1.7977277001
0.0004267192	1.7995450816
0.0004269420	1.8013770735
0.0004271648	1.8032238727
0.0004273876	1.8050856755
0.0004276104	1.8069626787
0.0004278332	1.8088550789
0.0004280559	1.8107630726
0.0004282787	1.8126868565
0.0004285015	1.8146266272
0.0004287243	1.8165825812
0.0004289471	1.8185549153
0.0004291699	1.8205438260
0.0004293927	1.8225495098
0.0004296154	1.8245721636
0.0004298382	1.8266119837
0.0004300610	1.8286691669
0.0004302838	1.8307439098
0.0004305066	1.8328364089
0.0004307294	1.8349468608
0.0004309522	1.8370754623
0.0004311750	1.8392224099
0.0004313977	1.8413879001
0.0004316205	1.8435721296
0.0004318433	1.8457752951
0.0004320661	1.8479975931
0.0004322889	1.8502392202
0.0004325117	1.8525003731
0.0004327345	1.8547812483
0.0004329572	1.8570820425
0.0004331800	1.8594029522
0.0004334028	1.8617441741
0.0004336256	1.8641059049
0.0004338484	1.8664883410
0.0004340712	1.8688916791
0.0004342940	1.8713161158
0.0004345167	1.8737618477
0.0004347395	1.8762290715
0.0004349623	1.8787179837
0.0004351851	1.8812287809
0.0004354079	1.8837616599
0.0004356307	1.8863168170
0.0004358535	1.8888944491
0.0004360763	1.8914947526
0.0004362990	1.8941179170
0.0004365218	1.8967638491
0.0004367446	1.8994320886
0.0004369674	1.9021221505
0.0004371902	1.9048335499
0.0004374130	1.9075658018
0.0004376358	1.9103184213
0.0004378585	1.9130909235
0.0004380813	1.9158828234
0.0004383041	1.9186936360
0.0004385269	1.9215228765
0.0004387497	1.9243700599
0.0004389725	1.9272347012
0.0004391953	1.9301163155
0.0004394180	1.9330144178
0.0004396408	1.9359285233
0.0004398636	1.9388581469
0.0004400864	1.9418028038
0.0004403092	1.9447620089
0.0004405320	1.9477352774
0.0004407548	1.9507221243
0.0004409776	1.9537220646
0.0004412003	1.9567346135
0.0004414231	1.9597592859
0.0004416459	1.9627955969
0.0004418687	1.9658430617
0.0004420915	1.9689011951
0.0004423143	1.9719695124
0.0004425371	1.9750475285
0.0004427598	1.9781347586
0.0004429826	1.9812307176
0.0004432054	1.9843349206
0.0004434282	1.9874468827
0.0004436510	1.9905661190
0.0004438738	1.9936921444
0.0004440966	1.9968244741
0.0004443193	1.9999626231
0.0004445421	2.0031061065
0.0004447649	2.0062544394
0.0004449877	2.0094071367
0.0004452105	2.0125637135
